매장수,년도,가맹점,직영점,계,년도,가맹점,직영점,계,년도,가맹점,직영점,계
BBQ,2013,1556,15,1571,2012,1551,4,1555,2011,1549,3,1552
페리카나,2013,1241,0,1241,2012,1262,0,1262,2011,1290,0,1290
네네치킨,2013,1039,0,1039,2012,986,0,986,2011,984,0,984
교촌치킨,2013,950,,950,2012,944,0,944,2011,961,1,962
처갓집양념치킨,2013,896,0,896,2012,882,0,882,2011,845,0,845
굽네치킨,2013,866,0,866,2012,863,0,863,2011,855,0,855
또래오래,2013,806,0,806,2012,806,0,806,2011,840,0,840
BHC,2013,806,0,806,2012,1042,0,1042,2011,929,0,929
호식이두마리,2013,698,0,698,2012,643,,643,2011,543,0,543
부어치킨,2014,477,0,477,2013,519,0,519,2012,588,0,588
맥시칸치킨,2014,451,0,451,2013,457,0,457,2012,459,0,459
맘스터치,2013,386,,386,2012,297,,297,2011,275,0,275
지코바,2013,361,0,361,2012,359,0,359,2011,366,0,366
가맹점 변동사항,년도,신규,계약종료,계약해지,명의이전,년도,신규,계약종료,계약해지,명의이전,년도,신규,계약종료,계약해지,명의이전
BBQ,2013,170,149,16,77,2012,105,0,103,47,2011,121,13,92,78
페리카나,2013,33,54,0,45,2012,10,38,,104,2011,22,70,0,74
네네치킨,2013,69,0,16,134,2012,55,0,53,151,2011,46,0,15,157
교촌치킨,2013,24,,18,128,2012,25,2,40,132,2011,7,2,31,122
처갓집양념치킨,2013,72,,58,46,2012,93,32,24,55,2011,58,7,30,50
굽네치킨,2013,24,2,19,146,2012,32,2,22,165,2011,43,5,19,179
또래오래,2013,68,0,68,70,2012,101,135,0,70,2011,104,16,0,78
BHC,2013,97,333,0,18,2012,261,148,0,25,2011,203,156,0,29
호식이두마리,2013,77,20,2,102,2012,106,6,0,96,2011,138,0,6,142
부어치킨,2014,32,0,74,46,2013,21,0,90,116,2012,54,0,108,32
맥시칸치킨,2014,28,34,0,20,2013,33,35,0,24,2012,18,48,0,23
맘스터치,2013,118,29,,20,2012,61,39,,24,2011,55,49,0,39
지코바,2013,8,0,6,27,2012,5,0,12,32,2011,2,,13,40
지역별,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액,지역,가맹점수,평균매출액
맥시칸치킨,서울,35,"67,996",부산,71,"78,928",대구,,,인천,13,"70,530",광주,9,"82,242",대전,,,울산,26,"88,786",경기,69,"70,695",강원,37,"44,456",충북,,,충남,,,전북,58,"88,816",전남,69,"134,160",경북,,,경남,60,"69,514",제주,4,,전체,451,"78,006"
맘스터치,서울,33,"191,914",부산,24,"226,044",대구,5,"170,217",인천,17,"213,211",광주,14,"210,069",대전,2,"119,189",울산,27,"195,658",경기,57,"221,341",강원,45,"184,461",충북,14,"111,593",충남,27,"271,324",전북,12,"128,385",전남,26,"196,285",경북,17,"174,803",경남,58,"302,503",제주,8,"65,232",전체,386,"212,891"
지코바,서울,3,,부산,69,"149,760",대구,24,"116,640",인천,1,,광주,,,대전,38,"145,440",울산,39,"155,520",경기,20,"100,800",강원,2,,충북,18,"105,120",충남,19,"136,800",전북,2,,전남,4,,경북,53,"138,240",경남,69,"135,360",제주,,,전체,361,"135,360"
부담금,가입비(가맹비),교육비,보증금,기타비용,계
BBQ,"33,000","7,700","5,000","173,360","219,060"
페리카나,"3,000",0,500,"26,500","30,000"
네네치킨,,"2,500","2,000","46,227","50,727"
교촌치킨,"9,397","3,100","2,000","42,289","56,786"
처갓집양념치킨,"3,300","1,100","1,000","21,450","26,850"
굽네치킨,0,0,0,"46,780","46,780"
또래오래,"6,600",550,"1,000","24,200","32,350"
BHC,"11,000","11,000","4,000","52,030","78,030"
호식이두마리,"2,750","1,650",0,"13,200","17,600"
부어치킨,"3,300",,"1,000","23,870","28,170"
맥시칸치킨,,,"1,000","24,000","25,000"
맘스터치,"5,500",,"1,000","32,582","39,082"
지코바,"8,000","1,000","2,000","32,000","43,000"
